#==============================================================================
# EdgeNmea_Universal_0.9.py VERSION 0.0.9
# UTC Date and Time:    2023-03-30 07:22:17
# Cruise:               Hooft_Galapagos_Plume
# Station:              42
# Instrument:           T107
# Drop-Point Latitude:  0 27.9024 S
# Drop-Point Longitude: 94 07.3070 W
# Drop-Point Depth (m): 3392
# Deck box:             59923
# Transducer:           HullDucer
# TAT:                  13 ms
# Speed of Sound:       1500 m/s
# Comment: 
#
#==============================================================================
# Sys date time utc, rng m,rng ms,    latitude  ,    longitude  , GPS time, heading
2023-03-30 08:24:34,  3655,  4874, 00 28.1871 S, 094 07.9528 W, 08:24:24.00, 316.8
2023-03-30 08:24:49,  3662,  4883, 00 28.1739 S, 094 07.9675 W, 08:24:39.00, 312.7
2023-03-30 08:25:20,  3676,  4902, 00 28.1467 S, 094 07.9979 W, 08:25:10.00, 310.8
2023-03-30 08:25:35,  3683,  4911, 00 28.1334 S, 094 08.0125 W, 08:25:25.00, 312.1
2023-03-30 08:25:50,  3690,  4921, 00 28.1202 S, 094 08.0273 W, 08:25:40.00, 307.4
2023-03-30 08:26:05,  3699,  4932, 00 28.1068 S, 094 08.0421 W, 08:25:55.00, 315.5
2023-03-30 08:26:20,  3707,  4943, 00 28.0933 S, 094 08.0567 W, 08:26:10.00, 311.3
2023-03-30 08:26:36,  3717,  4956, 00 28.0789 S, 094 08.0724 W, 08:26:26.00, 309.7
2023-03-30 08:26:51,  3726,  4969, 00 28.0654 S, 094 08.0873 W, 08:26:41.00, 313.6
2023-03-30 08:27:06,  3735,  4981, 00 28.0518 S, 094 08.1019 W, 08:26:56.00, 311.3
2023-03-30 08:27:21,  3745,  4994, 00 28.0383 S, 094 08.1165 W, 08:27:11.00, 312.8
2023-03-30 08:27:37,  3759,  5012, 00 28.0240 S, 094 08.1322 W, 08:27:27.00, 310.8
2023-03-30 08:27:52,  3766,  5022, 00 28.0105 S, 094 08.1468 W, 08:27:42.00, 315.0
2023-03-30 08:28:07,  3777,  5037, 00 27.9970 S, 094 08.1614 W, 08:27:57.00, 305.9
2023-03-30 08:28:22,  3789,  5052, 00 27.9838 S, 094 08.1765 W, 08:28:12.00, 316.0
2023-03-30 08:28:37,  3801,  5068, 00 27.9700 S, 094 08.1908 W, 08:28:27.00, 316.1
2023-03-30 08:28:52,  3813,  5084, 00 27.9566 S, 094 08.2060 W, 08:28:42.00, 308.1
2023-03-30 08:29:07,  3822,  5097, 00 27.9430 S, 094 08.2195 W, 08:28:57.00, 319.2
2023-03-30 08:29:22,  3825,  5101, 00 27.9281 S, 094 08.2273 W, 08:29:12.00, 344.7
2023-03-30 08:29:36,  3189,  4253, 00 27.9143 S, 094 08.2289 W, 08:29:26.00, 7.2
2023-03-30 08:29:52,  3820,  5094, 00 27.9005 S, 094 08.2249 W, 08:29:42.00, 25.1
2023-03-30 08:30:07,  3813,  5085, 00 27.8903 S, 094 08.2173 W, 08:29:57.00, 63.6
2023-03-30 08:30:22,  3804,  5072, 00 27.8837 S, 094 08.2069 W, 08:30:12.00, 65.0
2023-03-30 08:30:38,  3793,  5058, 00 27.8803 S, 094 08.1933 W, 08:30:28.00, 88.2
2023-03-30 08:30:53,  3781,  5042, 00 27.8809 S, 094 08.1787 W, 08:30:43.00, 102.0
2023-03-30 08:31:08,  3768,  5025, 00 27.8810 S, 094 08.1620 W, 08:30:58.00, 76.6
2023-03-30 08:31:23,  3754,  5006, 00 27.8817 S, 094 08.1435 W, 08:31:13.00, 94.6
2023-03-30 08:31:38,  3738,  4984, 00 27.8835 S, 094 08.1236 W, 08:31:28.00, 98.5
2023-03-30 08:31:53,  3722,  4963, 00 27.8842 S, 094 08.1029 W, 08:31:43.00, 84.0
2023-03-30 08:32:08,  3705,  4941, 00 27.8854 S, 094 08.0818 W, 08:31:58.00, 96.9
2023-03-30 08:32:23,  3690,  4920, 00 27.8861 S, 094 08.0603 W, 08:32:13.00, 94.3
2023-03-30 08:32:39,  3674,  4899, 00 27.8869 S, 094 08.0372 W, 08:32:29.00, 96.9
2023-03-30 08:32:54,  3657,  4877, 00 27.8885 S, 094 08.0151 W, 08:32:44.00, 87.2
2023-03-30 08:33:09,  3642,  4857, 00 27.8886 S, 094 07.9927 W, 08:32:59.00, 97.0
2023-03-30 08:33:24,  3627,  4837, 00 27.8900 S, 094 07.9703 W, 08:33:14.00, 102.5
2023-03-30 08:33:39,  3613,  4818, 00 27.8911 S, 094 07.9476 W, 08:33:29.00, 94.2
2023-03-30 08:33:54,  3599,  4799, 00 27.8921 S, 094 07.9249 W, 08:33:44.00, 100.0
2023-03-30 08:34:09,  3585,  4780, 00 27.8935 S, 094 07.9019 W, 08:33:59.00, 95.9
2023-03-30 08:34:24,  3572,  4763, 00 27.8945 S, 094 07.8795 W, 08:34:14.00, 96.5
2023-03-30 08:34:39,  3559,  4746, 00 27.8959 S, 094 07.8572 W, 08:34:29.00, 96.3
2023-03-30 08:35:09,  3534,  4713, 00 27.8982 S, 094 07.8133 W, 08:34:59.00, 82.3
2023-03-30 08:35:24,  3524,  4699, 00 27.8990 S, 094 07.7917 W, 08:35:14.00, 92.4
2023-03-30 08:35:40,  3513,  4685, 00 27.9007 S, 094 07.7688 W, 08:35:30.00, 98.5
2023-03-30 08:35:55,  3503,  4671, 00 27.9012 S, 094 07.7478 W, 08:35:45.00, 85.3
2023-03-30 08:36:10,  3494,  4659, 00 27.9013 S, 094 07.7269 W, 08:36:00.00, 99.5
2023-03-30 08:36:25,  3486,  4648, 00 27.9016 S, 094 07.7064 W, 08:36:15.00, 95.6
2023-03-30 08:36:40,  3477,  4636, 00 27.9018 S, 094 07.6858 W, 08:36:30.00, 81.1
2023-03-30 08:36:55,  3468,  4625, 00 27.9017 S, 094 07.6653 W, 08:36:45.00, 88.8
2023-03-30 08:37:10,  3462,  4616, 00 27.9029 S, 094 07.6449 W, 08:37:00.00, 96.0
2023-03-30 08:37:25,  3453,  4605, 00 27.9034 S, 094 07.6246 W, 08:37:15.00, 87.0
2023-03-30 08:37:40,  3447,  4597, 00 27.9037 S, 094 07.6045 W, 08:37:30.00, 93.9
2023-03-30 08:37:55,  3441,  4589, 00 27.9047 S, 094 07.5844 W, 08:37:45.00, 97.5
2023-03-30 08:38:10,  3435,  4581, 00 27.9048 S, 094 07.5656 W, 08:38:00.00, 88.2
2023-03-30 08:38:25,  3431,  4575, 00 27.9049 S, 094 07.5486 W, 08:38:15.00, 86.4
2023-03-30 08:38:40,  3427,  4570, 00 27.9055 S, 094 07.5338 W, 08:38:30.00, 93.4
2023-03-30 08:38:55,  3423,  4565, 00 27.9058 S, 094 07.5210 W, 08:38:45.00, 84.4
2023-03-30 08:39:08,  1274,  1699, 00 27.9065 S, 094 07.5113 W, 08:38:58.00, 88.4
2023-03-30 08:39:26,  3420,  4560, 00 27.9078 S, 094 07.4993 W, 08:39:16.00, 91.2
2023-03-30 08:39:41,  3417,  4557, 00 27.9082 S, 094 07.4907 W, 08:39:31.00, 87.0
2023-03-30 08:39:56,  3415,  4554, 00 27.9099 S, 094 07.4830 W, 08:39:46.00, 135.3
2023-03-30 08:40:11,  3415,  4554, 00 27.9107 S, 094 07.4762 W, 08:40:01.00, 80.9
2023-03-30 08:40:26,  3412,  4550, 00 27.9111 S, 094 07.4693 W, 08:40:16.00, 79.2
2023-03-30 08:40:41,  3411,  4549, 00 27.9131 S, 094 07.4621 W, 08:40:31.00, 121.8
2023-03-30 08:40:56,  3410,  4547, 00 27.9147 S, 094 07.4558 W, 08:40:46.00, 80.6
2023-03-30 08:41:11,  3409,  4546, 00 27.9154 S, 094 07.4502 W, 08:41:01.00, 43.9
2023-03-30 08:41:26,  3408,  4544, 00 27.9158 S, 094 07.4454 W, 08:41:16.00, 91.6
2023-03-30 08:41:41,  3408,  4544, 00 27.9166 S, 094 07.4404 W, 08:41:31.00, 91.0
2023-03-30 08:41:56,  3407,  4543, 00 27.9172 S, 094 07.4360 W, 08:41:46.00, 81.6
2023-03-30 08:42:11,  3406,  4542, 00 27.9170 S, 094 07.4316 W, 08:42:02.00, 48.0
2023-03-30 08:42:27,  3406,  4542, 00 27.9163 S, 094 07.4270 W, 08:42:17.00, 38.1
2023-03-30 08:42:42,  3405,  4541, 00 27.9170 S, 094 07.4215 W, 08:42:32.00, 95.4
2023-03-30 08:42:57,  3405,  4540, 00 27.9154 S, 094 07.4168 W, 08:42:47.00, 36.9
2023-03-30 08:43:12,  3405,  4541, 00 27.9144 S, 094 07.4117 W, 08:43:02.00, 111.4
2023-03-30 08:43:27,  3403,  4538, 00 27.9135 S, 094 07.4062 W, 08:43:17.00, 40.6
2023-03-30 08:43:42,  3402,  4537, 00 27.9122 S, 094 07.4009 W, 08:43:32.00, 64.7
2023-03-30 08:43:57,  3402,  4537, 00 27.9114 S, 094 07.3966 W, 08:43:47.00, 93.8
2023-03-30 08:44:12,  3402,  4536, 00 27.9114 S, 094 07.3928 W, 08:44:02.00, 104.8
2023-03-30 08:44:27,  3401,  4535, 00 27.9115 S, 094 07.3895 W, 08:44:17.00, 141.3
